Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors
 Lê Văn Quý,An Hải Bắc,sơn trà,7.9,115.0,Không,False,True,11.0,10.454545454545455,3
 Nguyễn Công Trứ,Phước Mỹ,sơn trà,4.5,80.0,Không,False,True,4.5,17.77777777777778,3
 Nguyễn Công Trứ,Phước Mỹ,sơn trà,4.5,80.0,Không,False,True,4.5,17.77777777777778,3
 Lý Tự Trọng,Hải Châu I,hải châu,5.8,68.0,Không,False,True,6.5,10.461538461538462,4
 Lê Văn Hưu,Mỹ An,ngũ hành sơn,5.15,168.0,Không,False,True,6.3,26.666666666666668,2
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,5.15,186.0,Không,False,True,6.0,31.0,2
 Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,5.15,186.0,Không,False,True,6.0,31.0,2
 Nguyễn Du,Thạch Thang,hải châu,5.3,70.0,Không,False,True,6.2,11.29032258064516,4
 Nguyễn Chí Thanh,Hải Châu I,hải châu,5.5,70.0,Không,False,True,6.5,10.76923076923077,4
 Lê Lợi,Thạch Thang,hải châu,5.59,65.0,Không,False,True,6.3,10.317460317460318,4
 Tiên Sơn,Hòa Cường Bắc,hải châu,7.8,85.0,Không,True,True,5.0,17.0,3
 Nguyễn Đăng Đạo,Hòa Thuận Tây,hải châu,5.95,100.0,Không,True,True,4.5,22.22222222222222,3
 Lê Văn Hiến,Hòa Hải,ngũ hành sơn,7.3,175.0,Không,True,True,7.5,23.333333333333332,2
 Phạm Huy Thông,Nại Hiên Đông,sơn trà,28.5,57.0,Tây Bắc,True,True,12.5,21.0,9
 Đồng Phước Huyến,Hòa Quý,ngũ hành sơn,3.2,100.0,Đông Bắc,True,True,5.0,20.0,1
 Nguyễn Sơn,Hòa Cường Nam,hải châu,7.6,87.0,Nam,True,True,6.25,15.0,3
 Lê Văn Hiến,Khuê Mỹ,ngũ hành sơn,7.3,70.0,Tây,True,True,3.6,20.0,4
 Phan Huy Ích,An Hải Tây,sơn trà,6.0,66.0,Bắc,True,True,5.5,12.0,3
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,7.2,95.0,Đông Bắc,True,True,5.0,19.0,3
 An Dương Vương,Mỹ An,ngũ hành sơn,6.4,100.0,Tây Nam,True,True,4.5,22.0,3
 Bùi Trang Chước,Hòa Xuân,cẩm lệ,5.7,100.0,Tây Nam,True,True,5.0,20.0,3
 Nguyễn Tuân,An Hải Bắc,sơn trà,4.75,88.0,Tây Nam,True,True,5.0,17.6,1
 Nguyễn Hữu An,Nại Hiên Đông,sơn trà,29.5,57.0,Tây Bắc,True,True,12.5,21.0,9
 Mẹ Thứ,Hòa Xuân,cẩm lệ,5.6,115.0,Nam,True,True,5.0,23.0,3
 Phan Đình Thông,Hòa Hải,ngũ hành sơn,4.8,140.0,Không,True,True,7.0,20.0,2
 Lê Văn Hưu,Mỹ An,ngũ hành sơn,8.9,110.0,Bắc,True,True,5.0,22.0,3
 Minh Mạng,Hòa Quý,ngũ hành sơn,3.29,100.0,Tây Nam,True,True,5.0,20.0,2
 Hà Mục,Khuê Trung,cẩm lệ,5.6,100.0,Tây,True,True,5.0,20.0,3
 Mẹ Thứ,Hòa Xuân,cẩm lệ,5.6,115.0,Nam,True,True,5.0,23.0,3
 Trần Xuân Lê,Hòa Khê,thanh khê,6.0,100.0,Tây Nam,True,True,5.0,20.0,2
 Ông Ích Đường,Khuê Trung,cẩm lệ,5.2,83.0,Nam,False,True,7.6,14.0,3
 Cù Chính Lan,Hòa Khê,thanh khê,3.7,45.0,Đông Bắc,False,True,5.5,9.0,3
 Lê Văn Hưu,Mỹ An,ngũ hành sơn,5.25,185.0,Đông,False,True,6.0,31.0,2
 Lê Văn Hưu,Mỹ An,ngũ hành sơn,5.35,185.0,Đông,False,True,6.0,30.0,2
 Bình Than,Thọ Quang,sơn trà,2.5,7.0,Tây Bắc,False,True,4.5,15.0,1
 Hà Huy Tập,Hòa Khê,thanh khê,3.18,63.0,Đông Nam,False,True,3.5,18.0,3
 Lê Văn Hưu,Mỹ An,ngũ hành sơn,5.25,185.0,Đông,False,True,6.0,31.0,2
 Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,8.2,108.0,Tây Nam,False,True,5.0,21.0,3
 Nguyễn Duy Trinh,Hòa Hải,ngũ hành sơn,2.45,135.0,Đông Nam,False,True,5.0,27.0,3
 Phan Thanh,Hải Châu II,hải châu,3.4,67.0,Đông Nam,False,True,5.5,13.0,2
 Nguyễn Văn Côn,An Hải Đông,sơn trà,4.95,45.0,Đông,False,True,5.0,11.0,3
 Hóa Quê Trung,Hòa Cường Bắc,hải châu,7.5,120.0,Đông,True,True,6.0,20.0,4
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2.15,94.0,Đông Nam,False,True,5.0,18.8,1
 Lê Độ,Tân Chính,thanh khê,1.95,40.0,Không,False,True,4.0,10.0,2
 Tôn Đản,Hòa Phát,cẩm lệ,2.85,100.0,Không,False,False,5.5,18.181818181818183,2
 Hải Phòng,Tân Chính,thanh khê,2.85,50.0,Không,False,True,5.5,9.090909090909092,2
 Nguyễn Thành Hãn,Hòa Thuận Tây,hải châu,8.7,110.0,Không,True,True,6.0,18.333333333333332,2
 2/9,Hải Châu I,hải châu,4.7,80.0,Không,True,True,5.0,16.0,2
 Đào Duy Từ,Bình Hiên,hải châu,5.2,70.0,Không,True,True,6.0,11.666666666666666,3
 Đỗ Quang,Bình Thuận,hải châu,3.1,50.0,Không,False,True,5.0,10.0,2
 Hóa Mỹ,Khuê Trung,cẩm lệ,4.7,7.0,Không,True,True,5.0,1.4,2
 Yên Khê 2,An Khê,thanh khê,3.7,50.0,Không,True,True,4.0,12.5,3
 Mẹ Nhu,An Khê,thanh khê,3.3,55.0,Không,False,True,5.0,11.0,3
 Hồ Biểu Chánh,Hòa Cường Bắc,hải châu,5.2,85.0,Không,True,True,42.5,42.5,2
 Lê Cơ,Hòa Cường Nam,hải châu,2.5,50.0,Không,False,True,8.0,6.25,2
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4.32,97.0,Không,False,True,4.3,22.558139534883722,2
 Cù Chính Lan,An Khê,thanh khê,4.2,86.0,Không,False,True,4.0,21.5,3
 An Thượng 18,Khuê Mỹ,ngũ hành sơn,4.55,55.0,Không,False,True,4.5,12.222222222222221,2
 Đỗ Quang,Vĩnh Trung,thanh khê,2.9,50.0,Không,False,False,5.0,10.0,2
 Trưng Nhị,Hòa Thuận Tây,hải châu,3.29,51.0,Không,False,True,4.6,11.0,2
 Trường Chinh,Hòa An,cẩm lệ,3.3,90.0,Không,True,True,4.5,20.0,2
 Thái Thị Bôi,Chính Gián,thanh khê,2.55,65.0,Không,False,True,5.5,11.818181818181818,2
 Trường Chinh,Khuê Trung,cẩm lệ,3.03,80.0,Không,False,True,4.0,20.0,2
 Đống Đa,Thuận Phước,hải châu,3.58,44.0,Không,False,True,4.0,11.0,3
 Bằng Lăng 1,An Hải Tây,sơn trà,11.0,100.0,Tây,True,True,5.0,20.0,3
 Lý Tự Trọng,Hải Châu I,hải châu,12.8,80.0,Không,True,True,5.0,16.0,2
 Trần Hưng Đạo,An Hải Bắc,sơn trà,34.0,125.0,Không,True,True,5.0,25.0,4
 Trần Hưng Đạo,An Hải Bắc,sơn trà,39.0,125.0,Tây,True,True,5.0,25.0,4
 Hoàng Xuân Hãn,Khuê Trung,cẩm lệ,10.4,100.0,Không,True,True,5.0,20.0,2
 Lê Duẩn,Thạc Gián,thanh khê,21.0,7.0,Không,True,False,5.2,1.346153846153846,3
 Nguyễn Văn Linh,Nam Dương,hải châu,8.320953607889361,5.0,Bắc,True,True,9.0,25.0,2
 Trần Hưng Đạo,An Hải Bắc,sơn trà,20.5,100.0,Không,True,True,5.0,20.0,3
 Võ Thị Sáu,Thuận Phước,hải châu,6.5,5.0,Không,True,True,2.5,2.5,3
 Lê Quảng Chí,Hòa Xuân,cẩm lệ,10.0,133.0,Đông Nam,True,True,66.5,66.5,5
 Trần Bạch Đằng,Phước Mỹ,sơn trà,45.0,80.0,Đông,True,True,15.0,5.333333333333333,4
 Bạch Đằng,Hải Châu I,hải châu,80.0,170.0,Đông,True,True,7.0,24.0,2
 Đặng Nguyên Cẩn,Hòa Cường Nam,hải châu,15.0,14.0,Đông,True,False,10.0,1.4,3
 Lê Lợi,Hải Châu I,hải châu,8.5,51.0,Tây,True,True,4.3,11.86046511627907,2
 An Thượng 18,Mỹ An,ngũ hành sơn,4.55,55.0,Không,True,True,27.5,27.5,2
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,7.5,110.0,Không,True,True,5.0,22.0,3
 Tô Hiệu,Hòa Minh,liên chiểu,4.35,100.0,Không,True,True,50.0,50.0,2
 Kỳ Đồng,Xuân Hà,thanh khê,8.5,110.0,Không,True,True,5.0,22.0,3
 Lê Hữu Trác,An Hải Đông,sơn trà,8.5,190.0,Không,True,True,7.0,27.142857142857142,3
 Thanh Vinh 10,Hòa Khánh Bắc,liên chiểu,2.45,170.0,Không,True,False,7.0,24.285714285714285,1
 Núi Thành,Hòa Cường Bắc,hải châu,23.0,140.0,Không,True,True,8.0,17.5,3
 Tôn Đức Thắng,Hòa Minh,liên chiểu,24.0,320.0,Không,True,True,160.0,160.0,3
 Hoàng Đạo Thúy,Khuê Trung,cẩm lệ,4.9,130.0,Không,True,True,6.0,21.666666666666668,3
 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,5.6,150.0,Không,True,True,6.0,25.0,1
 Lạc Long Quân,Hòa Khánh Bắc,liên chiểu,5.3,160.0,Không,True,True,80.0,80.0,2
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,5.0,100.0,Không,True,True,7.0,14.285714285714286,3
 Lê Văn Thứ,Mân Thái,sơn trà,7.6,120.0,Không,True,True,8.0,15.0,2
 Trường Chinh,Hòa Thọ Tây,cẩm lệ,5.5,100.0,Không,True,True,8.0,12.5,4
 Kỳ Đồng,Xuân Hà,thanh khê,3.6,65.0,Không,True,True,5.0,13.0,2
 Tố Hữu,Hòa Cường Bắc,hải châu,5.8,100.0,Không,True,True,50.0,50.0,2
 Lê Trọng Tấn,Hòa Phát,cẩm lệ,4.6,60.0,Không,True,True,30.0,30.0,3
 Tôn Đức Thắng,Hòa Minh,liên chiểu,7.7,130.0,Không,True,True,65.0,65.0,2
 Hòa Mỹ 6,Hòa Minh,liên chiểu,4.0,70.0,Không,True,True,5.0,14.0,4
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,6.5,180.0,Không,True,True,7.5,24.0,2
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,32.0,150.0,Không,True,True,15.0,10.0,4
 Lương Nhữ Hộc,Khuê Trung,cẩm lệ,6.4,80.0,Không,True,True,5.0,16.0,2
 Tôn Đức Thắng,Hòa Minh,liên chiểu,7.8,150.0,Không,True,True,6.0,25.0,2
 Hoàng Đạo Thúy,Hòa Phát,cẩm lệ,5.2,130.0,Không,True,True,65.0,65.0,3
 Lương Nhữ Hộc,Hòa Cường Bắc,hải châu,5.5,100.0,Không,True,True,50.0,50.0,2
 Nguyễn Đăng Đạo,Hòa Cường Bắc,hải châu,5.5,100.0,Không,True,True,5.0,20.0,3
 Hương Hải Thiền Sư,An Hải Bắc,sơn trà,5.1,120.0,Không,True,True,6.0,20.0,2
 Tôn Quang Phiệt,Nại Hiên Đông,sơn trà,4.6,95.0,Không,True,True,5.0,19.0,2
 Võ Duy Ninh,Mân Thái,sơn trà,10.0,170.0,Không,True,True,9.0,18.88888888888889,2
 Hồ Sĩ Tân,Mân Thái,sơn trà,7.4,160.0,Không,True,True,7.0,25.0,3
 Mẹ Nhu,Thanh Khê Đông,thanh khê,5.8,110.0,Không,True,True,6.0,18.333333333333332,3
 Nại Nghĩa 1,Nại Hiên Đông,sơn trà,2.95,70.0,Không,True,True,6.0,11.666666666666666,2
 Nguyễn Tri Phương,Thạc Gián,thanh khê,29.0,320.0,Không,True,True,10.0,32.0,2
 Kinh Dương Vương,Hòa Minh,liên chiểu,6.5,90.0,Không,True,True,5.0,18.0,2
 Tố Hữu,Hòa Cường Nam,hải châu,10.9,120.0,Không,True,True,15.0,8.0,2
 Hà Huy Tập,Hòa Khê,thanh khê,4.95,100.0,Không,True,True,8.0,12.5,1
 An Dương Vương,Mỹ An,ngũ hành sơn,7.0,105.0,Không,True,True,52.5,52.5,3
 Trương Định,Mân Thái,sơn trà,8.2,120.0,Không,True,True,10.0,12.0,3
 Dương Quảng Hàm,Hòa Cường Nam,hải châu,5.4,75.0,Không,True,True,5.0,15.0,3
 Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,13.9,110.0,Không,True,True,5.0,22.0,2
 Phan Tứ,Mỹ An,ngũ hành sơn,14.5,75.0,Không,False,True,37.5,37.5,2
 Hà Huy Tập,An Khê,thanh khê,4.45,75.0,Không,False,True,6.0,12.5,3
 Hà Huy Tập,Hòa Khê,thanh khê,2.55,60.0,Không,False,True,30.0,30.0,2
 Tiểu La,Hòa Cường Bắc,hải châu,4.1,90.0,Không,False,True,45.0,45.0,3
 Lý Tự Trọng,Thạch Thang,hải châu,5.3,70.0,Không,False,True,6.2,11.29032258064516,3
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,6.8,100.0,Không,False,True,50.0,50.0,5
 Nguyễn Công Trứ,An Hải Tây,sơn trà,3.55,70.0,Không,False,True,35.0,35.0,2
 Ngô Quyền,An Hải Bắc,sơn trà,4.5,140.0,Không,False,True,6.0,23.333333333333332,2
 Trưng Nữ Vương,Bình Hiên,hải châu,2.2,90.0,Không,False,True,6.0,15.0,1
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,4.25,55.0,Không,False,True,5.0,11.0,3
 Nguyễn Văn Thoại,Phước Mỹ,sơn trà,12.0,165.0,Không,False,True,10.0,16.5,2
 Chế Lan Viên,Mỹ An,ngũ hành sơn,6.99,120.0,Không,False,True,8.0,15.0,2
 Nguyễn Lữ,Mỹ An,ngũ hành sơn,28.7,70.0,Không,True,True,15.0,18.0,3
 Hồ Xuân Hương,Mỹ An,ngũ hành sơn,15.0,90.0,Không,True,True,5.0,18.0,5
 An Thượng 12,Mỹ An,ngũ hành sơn,3.5,40.0,Không,True,True,4.0,10.0,2
 Tô Hiến Thành,Phước Mỹ,sơn trà,7.9,70.0,Không,True,True,5.0,15.0,5
 Hồ Hán Thương,Nại Hiên Đông,sơn trà,8.0,100.0,Không,True,False,5.0,20.0,4
 Đỗ Bá,Mỹ An,ngũ hành sơn,11.9,70.0,Không,True,True,5.0,14.0,3
 Chính Hữu,Phước Mỹ,sơn trà,16.9,1.0,Không,True,True,9.0,12.0,3
 Bằng Lăng 1,An Hải Tây,sơn trà,10.9,100.0,Không,True,True,5.0,20.0,3
 An Thượng 29,Mỹ An,ngũ hành sơn,17.0,77.0,Không,True,True,5.0,15.0,4
 Mạc Đăng Doanh,Hòa Xuân,cẩm lệ,3.9,100.0,Không,True,True,5.0,200.0,3
 Nguyễn Thông,An Hải Tây,sơn trà,9.7,100.0,Không,True,True,50.0,200.0,3
 An Thượng 38,Mỹ An,ngũ hành sơn,11.3,116.0,Không,True,True,10.0,11.6,2
 Nguyễn Hàng Chi,Hòa Hiệp Nam,liên chiểu,3.45,140.0,Không,True,True,7.0,20.0,2
 Nguyễn Hữu Thọ,Hòa Cường Bắc,hải châu,24.0,125.0,Không,True,True,5.0,25.0,5
 An Thượng 21,Mỹ An,ngũ hành sơn,12.5,160.0,Không,True,True,9.0,18.0,2
 An Thượng 32,Mỹ An,ngũ hành sơn,15.5,75.0,Không,True,True,4.5,16.0,5
 Trương Định,Nại Hiên Đông,sơn trà,7.7,96.0,Không,True,True,13.0,15.0,3
 Cao Bá Quát,An Hải Tây,sơn trà,11.3,110.0,Không,True,True,7.0,16.0,3
 An Thượng 32,Mỹ An,ngũ hành sơn,15.0,8.0,Không,True,True,4.5,17.0,7
 Nại Tú 1,Nại Hiên Đông,sơn trà,3.3,53.0,Không,True,True,4.0,14.0,2
 An Thượng 38,Mỹ An,ngũ hành sơn,8.8,60.0,Không,True,True,5.0,12.0,4
 An Thượng 37,Khuê Mỹ,ngũ hành sơn,11.5,60.0,Không,True,True,5.0,12.0,5
 Tiên Sơn 20,Hòa Cường Nam,hải châu,9.2,180.0,Không,True,True,10.0,18.0,2
 An Trung 8,An Hải Tây,sơn trà,4.0,58.0,Không,True,True,5.5,11.0,2
 Nguyễn Tất Thành,Thanh Bình,hải châu,17.5,125.0,Không,True,True,5.0,25.0,4
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.8,96.0,Không,True,True,5.0,19.5,2
 Trương Định,Mân Thái,sơn trà,8.1,110.0,Không,True,False,9.0,12.0,3
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.4,75.0,Không,False,True,3.5,21.0,2
 Lâm Hoành,Phước Mỹ,sơn trà,3.8,68.0,Không,False,True,4.0,17.0,3
 Nguyễn Công Trứ,Phước Mỹ,sơn trà,3.55,70.0,Không,False,True,4.0,15.0,2
 Vũ Tông Phan,Mân Thái,sơn trà,4.7,113.0,Không,False,True,8.0,14.0,2
 Núi Thành,Hòa Cường Nam,hải châu,4.2,80.0,Không,False,True,7.0,12.0,3
 Nguyễn Phan Vinh,Thọ Quang,sơn trà,5.7,90.0,Không,False,True,7.0,13.0,3
 Chu Mạnh Trinh,Hòa Cường Nam,hải châu,4.7,73.0,Tây,True,True,4.5,16.22222222222222,1
 0-0 Nguyễn Thành Hãn,Hòa Thuận Tây,hải châu,2.7,60.0,Không,False,True,4.5,13.2,1
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,3.75,78.0,Không,False,True,3.5,23.0,2
 0-0 Dương Quảng Hàm,Khuê Trung,cẩm lệ,5.7,7.0,Không,True,True,4.5,16.0,4
 Thanh Thủy,Thanh Bình,hải châu,6.25,65.0,Tây Bắc,True,True,4.3,15.0,2
 Nguyễn Sơn,Hòa Cường Nam,hải châu,8.0,100.0,Bắc,True,True,5.0,20.0,3
 Sơn Thủy 12,Hòa Hải,ngũ hành sơn,3.6,80.0,Đông Bắc,True,True,5.0,16.0,2
 Bình An 7,Hòa Cường Bắc,hải châu,3.65,36.0,Tây Nam,True,True,4.5,8.0,2
 Mỹ An 12,Mỹ An,ngũ hành sơn,5.6,100.0,Không,True,True,5.0,20.0,2
 Tôn Thất Tùng,Thạc Gián,thanh khê,5.49,58.0,Không,True,True,4.5,13.0,2
 Thái Phiên,Phước Ninh,hải châu,8.3,83.0,Tây,True,True,4.5,18.5,3
 Đông Giang,An Hải Tây,sơn trà,5.3,70.0,Đông,True,True,5.0,14.0,2
 Sơn Thủy Đông 3,Hòa Hải,ngũ hành sơn,7.8,100.0,Không,True,True,5.0,20.0,5
 Tôn Quang Phiệt,Nại Hiên Đông,sơn trà,4.8,90.0,Tây,True,True,4.5,20.0,1
 Nguyễn Hoàng,Hải Châu II,hải châu,8.7,53.0,Tây Bắc,True,True,4.3,12.0,3
 Phước Trường 12,Phước Mỹ,sơn trà,7.2,80.0,Nam,True,False,5.0,16.0,3
 Chu Mạnh Trinh,Hòa Cường Nam,hải châu,4.65,75.0,Tây,True,True,4.5,16.6,2
 Mai Dị,Hòa Cường Bắc,hải châu,6.4,77.0,Đông,True,True,4.5,13.7,4
 Trần Văn Dư,Mỹ An,ngũ hành sơn,22.9,5.0,Đông Nam,True,True,12.0,0.4166666666666667,4
 An Cư 4,An Hải Bắc,sơn trà,5.59,68.0,Đông,True,True,4.5,15.0,1
 Ngô Quyền,Thọ Quang,sơn trà,7.5,108.0,Tây Bắc,True,True,5.0,21.0,3
 Lê Đình Thám,Hòa Thuận Đông,hải châu,8.65,54.0,Bắc,True,True,4.5,12.0,2
 Trần Phú,Hải Châu I,hải châu,16.99,93.0,Tây,True,True,4.0,22.7,2
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,13.5,85.0,Tây Nam,True,True,4.1,20.5,3
 Tân Lập 1,Thạch Thang,hải châu,8.1,58.0,Tây Nam,True,True,4.0,14.5,2
 Thanh Thủy,Thanh Bình,hải châu,5.8,57.0,Tây Bắc,True,True,4.0,13.0,2
 An Thượng 16,Mỹ An,ngũ hành sơn,4.7,64.0,Tây Bắc,True,True,4.7,13.617021276595745,2
 Phạm Văn Bạch,Hòa Cường Nam,hải châu,5.8,90.0,Không,True,True,4.5,20.0,2
 Nguyễn Thiện Kế,An Hải Đông,sơn trà,5.15,77.0,Đông Bắc,True,True,5.0,15.4,1
 An Thượng 38,Mỹ An,ngũ hành sơn,8.5,60.0,Tây Nam,True,True,5.0,12.0,4
 Nguyễn Hoàng,Vĩnh Trung,thanh khê,11.5,75.0,Không,True,True,4.5,17.0,4
 Nguyễn Đức Cảnh,Thuận Phước,hải châu,3.95,59.0,Không,True,True,4.5,13.0,1
 An Dương Vương,Mỹ An,ngũ hành sơn,6.5,100.0,Tây Nam,True,True,4.5,22.0,2
 Lý Đạo Thành,Mân Thái,sơn trà,5.3,100.0,Tây,True,True,5.0,20.0,2
 An Cư 1,An Hải Bắc,sơn trà,5.7,56.0,Bắc,True,True,4.0,14.0,2
 Phan Châu Trinh,Bình Thuận,hải châu,3.39,58.0,Bắc,False,True,4.6,12.608695652173914,2
 Đống Đa,Thuận Phước,hải châu,4.5,65.0,Tây Nam,False,True,6.0,11.0,3
 Hùng Vương,Vĩnh Trung,thanh khê,3.7,119.0,Tây Nam,False,True,5.37,22.160148975791433,1
 Lý Tự Trọng,Thanh Bình,hải châu,3.25,79.0,Không,False,True,5.0,14.0,1
 Hoàng Diệu,Bình Thuận,hải châu,3.58,5.0,Nam,False,True,4.0,1.25,3
 Phan Thanh,Thạc Gián,thanh khê,3.2,50.0,Không,False,True,5.0,10.0,3
 Cô Giang,Phước Ninh,hải châu,2.55,35.0,Tây Bắc,False,True,4.0,8.75,3
 Nguyễn Văn Thoại,Khuê Mỹ,ngũ hành sơn,4.4,115.0,Tây,False,True,5.0,23.0,1
 Hàm Tử,Mỹ An,ngũ hành sơn,6.7,167.0,Không,False,True,5.8,28.0,2
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.4,75.0,Tây Bắc,False,True,3.5,21.3,2
 Phan Thanh,Thạc Gián,thanh khê,4.5,68.0,Đông Nam,False,True,4.0,17.0,2
 Cao Thắng,Thanh Bình,hải châu,3.7,75.0,Tây Nam,False,True,4.3,17.5,1
 Trưng Nữ Vương,Bình Hiên,hải châu,2.35,35.0,Tây Nam,False,True,3.2,11.0,2
 Mai Lão Bạng,Thuận Phước,hải châu,3.75,50.0,Đông Nam,False,True,4.7,10.638297872340425,4
 K20,Khuê Mỹ,ngũ hành sơn,3.2,100.0,Tây Nam,False,True,5.0,20.0,1
 Mai Lão Bạng,Thuận Phước,hải châu,3.4,51.0,Đông Nam,False,True,6.0,8.5,3
 Sơn Thủy 12,Hòa Hải,ngũ hành sơn,3.6,80.0,Đông Bắc,True,False,5.0,16.0,2
 Hồ Trung Lượng,Hòa Xuân,cẩm lệ,5.7,100.0,Đông Bắc,True,True,5.0,20.0,4
 Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,5.8,66.0,Đông Bắc,True,True,5.0,13.2,2
 Lưu Quang Thuận,Mỹ An,ngũ hành sơn,4.3,80.0,Nam,True,True,4.5,17.0,1
 Võ Duy Ninh,Thọ Quang,sơn trà,5.3,125.0,Không,True,True,5.0,25.0,2
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4.3,83.0,Tây Bắc,False,True,3.5,23.0,3
 0-0 Thanh Hải,Thanh Bình,hải châu,8.9,10.0,Không,True,True,7.4,13.8,3
 K7 Quang Trung,Hải Châu I,hải châu,5.6,68.0,Không,False,True,7.5,9.2,3
 0-0 Phạm Cự Lượng,Phước Mỹ,sơn trà,9.6,11.0,Không,True,True,4.0,28.0,3
 0-0 Trần Thái Tông,An Khê,thanh khê,5.3,98.0,Không,True,True,7.0,14.0,2
 0-0 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,4.98,80.0,Không,True,False,5.0,16.0,3
 0-0 Lê Đại Hành,Hòa Thọ Đông,cẩm lệ,12.7,165.0,Không,True,True,7.5,22.0,1
 0-0 Mai Thúc Lân,Mỹ An,ngũ hành sơn,18.0,135.0,Không,True,True,6.0,22.5,2
 0-0 Phó Đức Chính,An Hải Bắc,sơn trà,6.2,9.0,Không,True,True,4.0,23.0,2
 0-0 Thế Lữ,An Hải Bắc,sơn trà,14.0,300.0,Không,True,True,10.0,30.0,2
 0-0 Phan Bôi,An Hải Bắc,sơn trà,7.8,76.0,Không,True,True,5.1,15.0,3
 K47 Lý Thái Tổ,Thạc Gián,thanh khê,2.85,68.0,Không,False,True,5.0,13.6,1
 0-0 Đỗ Bá,Mỹ An,ngũ hành sơn,12.0,70.0,Không,True,True,5.0,14.0,3
 0-0 Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,3.85,70.0,Không,True,True,4.5,15.5,3
 0-0 Vũ Quỳnh,Thanh Khê Tây,thanh khê,3.95,75.0,Không,True,True,5.0,15.0,1
 0-0 Xô Viết Nghệ Tĩnh,Khuê Trung,cẩm lệ,12.5,94.0,Không,True,True,5.0,18.8,3
 0-0 Trịnh Đình Thảo,Khuê Trung,cẩm lệ,8.5,100.0,Tây Bắc,True,True,5.0,20.0,3
 0-0 Lê Đình Dương,Phước Ninh,hải châu,13.5,67.0,Không,True,True,4.2,16.0,3
 Lê Đại Hành,Hòa Thọ Đông,cẩm lệ,8.7,100.0,Bắc,True,True,50.0,50.0,2
 Ngô Quyền,An Hải Tây,sơn trà,12.0,87.0,Đông,True,True,43.5,43.5,2
 Trần Cao Vân,Tam Thuận,thanh khê,2.25,31.0,Không,False,True,15.5,15.5,2
 Hoàng Diệu,Phước Ninh,hải châu,10.5,56.0,Tây Bắc,True,True,28.0,28.0,3
 Lưu Nhân Chú,Khuê Trung,cẩm lệ,3.5,70.0,Đông Nam,True,True,35.0,35.0,1
 Kha Vạng Cân,Xã Hòa Châu,huyện hòa vang,3.25,100.0,Đông Bắc,True,True,50.0,50.0,1
 Nguyễn Hồng Ánh,Xã Hòa Châu,huyện hòa vang,6.0,95.0,Không,True,False,47.5,47.5,3
 Lương Văn Can,Khuê Trung,cẩm lệ,5.3,85.0,Đông,True,True,42.5,42.5,2
 Nguyễn Hoàng,Vĩnh Trung,thanh khê,2.6,43.0,Không,False,True,21.5,21.5,3
 Phan Bá Vành,Nại Hiên Đông,sơn trà,7.0,150.0,Không,True,False,10.0,15.0,2
 Huy Cận,Hòa Cường Nam,hải châu,5.6,70.0,Không,True,False,5.0,14.0,3
 Lê Lai,Thạch Thang,hải châu,7.0,50.0,Không,True,False,4.25,11.5,2
 Tiên Sơn 5,Hòa Cường Nam,hải châu,3.85,65.0,Không,True,True,4.0,16.6,1
 Hồ Biểu Chánh,Hòa Cường Nam,hải châu,5.0,71.0,Không,True,False,4.0,17.3,1
 An Dương Vương,Mỹ An,ngũ hành sơn,6.0,100.0,Không,True,False,4.5,22.0,2
 Bùi Hữu Nghĩa,Phước Mỹ,sơn trà,5.2,66.0,Không,True,False,4.1,16.0,3
 Hồ Tông Thốc,Hòa Cường Bắc,hải châu,5.6,93.0,Không,True,False,5.0,18.5,2
 Yên Khê 2,Thanh Khê Tây,thanh khê,5.0,77.0,Không,True,False,4.5,17.5,2
 Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,7.4,78.0,Không,True,False,5.75,14.5,3
 Đa Phước 9,Khuê Mỹ,ngũ hành sơn,5.8,103.0,Không,True,False,6.0,18.0,3
 Nguyễn Tất Thành,Xuân Hà,thanh khê,12.9,125.0,Không,True,False,5.0,25.0,3
