Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Ngọc Hồi,Hòa Minh,liên chiểu,3.5,75,Không,Nhà mặt tiền,Không có,5,15,1,"16.07413,108.16836"
 Hàn Mạc Tử,Thuận Phước,hải châu,4.8,64,Không,Nhà mặt tiền,Không có,4,15.5,2,"16.08542,108.21743"
 Phạm Tu,Phước Mỹ,sơn trà,5.2,64,Không,Nhà mặt tiền,Không có,4,16,3,"16.06653,108.24049"
 An Cư 2,Phước Mỹ,sơn trà,5.8,7,Không,Nhà mặt tiền,Không có,4,18,2,"16.06825,108.24206"
 Phú Lộc 5,Hòa Minh,liên chiểu,3.3,75,Không,Nhà mặt tiền,Không có,5,15,1,"16.07467,108.17041"
 Mai Thúc Lân,Mỹ An,ngũ hành sơn,17.35,121,Không,Nhà mặt tiền,Không có,5.83,20,1,"16.0472012,108.23857865"
 Tiên Sơn 8,Hòa Cường Nam,hải châu,10.3,120,Không,Nhà mặt tiền,Không có,7,17.5,3,"16.03654,108.22015"
 Nguyễn Thế Lộc,An Hải Bắc,sơn trà,12.2,123,Không,Nhà mặt tiền,Không có,7,18,3,"16.07877,108.22956"
 Điện Biên Phủ,Chính Gián,thanh khê,22.5,350,Không,Nhà mặt tiền,Không có,6,64,2,"16.06715,108.196"
 Lâm Hoành,Phước Mỹ,sơn trà,17,130,Không,Nhà mặt tiền,Không có,5,26,1,"16.06168,108.24547"
 Lê Văn Thủ,Khuê Mỹ,ngũ hành sơn,5.2,105,Không,Nhà mặt tiền,Không có,5,21,7,"16.03186,108.24017"
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,7.5,110,Không,Nhà mặt tiền,Không có,5,22,5,"16.02914,108.24223"
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,4.7,100,Không,Nhà mặt tiền,Không có,10,10,1,"16.04376,108.24501"
 Thủ Khoa Huân,An Hải Đông,sơn trà,21,343,Không,Nhà mặt tiền,Không có,12,27.5,1,"16.05639,108.24142"
 Nguyễn Thị Thập,Thanh Khê Tây,thanh khê,4.8,97,Không,Nhà mặt tiền,Không có,4.5,21.5,3,"16.0763,108.16941"
 Hà Huy Tập,Hòa Khê,thanh khê,25,310,Không,Nhà mặt tiền,Không có,12,23,3,"16.0704,108.19171"
 Thạch Lam,Phước Mỹ,sơn trà,11,170,Không,Nhà mặt tiền,Không có,9.7,18.5,1,"16.05732,108.24438"
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,9.5,15,Không,Nhà mặt tiền,Không có,6,43,1,"16.04376,108.24501"
 Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,7.2,75,Không,Nhà mặt tiền,Không có,4.2,18,2,"16,108.26"
 Trần Bình Trọng,Hải Châu I,hải châu,17.5,110,Không,Nhà mặt tiền,Không có,6.15,17,4,"16.066,108.21872"
 Hóa Sơn 2,Hòa Cường Nam,hải châu,3.85,56,Không,Nhà mặt tiền,Không có,4,14,2,"16.03189,108.22724"
 Bàu Trảng 5,Thanh Khê Tây,thanh khê,3.95,100,Không,Nhà mặt tiền,Không có,5,20,2,"16.06437,108.17927"
 Mai Thúc Lân,Mỹ An,ngũ hành sơn,15.8,13,Không,Nhà mặt tiền,Không có,6,22,1,"16.0472012,108.23857865"
 Nguyễn Tri Phương,Thạc Gián,thanh khê,31,76,Không,Nhà mặt tiền,Không có,9.6,29,3,"16.06071,108.20523"
 Núi Thành,Hòa Thuận Đông,hải châu,15,105,Không,Nhà mặt tiền,Không có,6.15,17,3,"16.03194,108.22279"
 Yên Khê 1,Thanh Khê Tây,thanh khê,5,76,Không,Nhà mặt tiền,Không có,5.8,14,2,"16.0714016,108.19120789"
 Phan Châu Trinh,Nam Dương,hải châu,14.5,106,Không,Nhà mặt tiền,Không có,5.6,19,4,"16.05775,108.21896"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,11.5,86,Không,Nhà trong hẻm,Không có,11.8,23,2,"16.05067825,108.21286774"
 Hà Bổng,Phước Mỹ,sơn trà,6.5,97,Không,Nhà trong hẻm,Không có,5,19,2,"16.06664,108.24441"
 Bế Văn Đàn,Chính Gián,thanh khê,5.95,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.06502,108.19853"
 Bình Minh,Bình Thuận,hải châu,8.6,99,Không,Nhà mặt tiền,Không có,4.5,22,1,"16.03236,108.2319"
 Thúc Tề,Hòa Khê,thanh khê,4.5,100,Không,Nhà mặt tiền,Không có,4.75,21,1,"16.05698,108.18584"
 2/9,Bình Hiên,hải châu,19.75,90,Không,Nhà mặt tiền,Không có,4.5,20,1,"16.08311,108.22194"
 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,7.5,90,Không,Nhà mặt tiền,Không có,5,18,3,"16.04274,108.21396"
 Hùng Vương,Hải Châu II,hải châu,11.5,69,Không,Nhà mặt tiền,Không có,4,17,1,"16.06859,108.221"
 Ngô Thị Liễu,Hòa Cường Bắc,hải châu,5.3,83,Không,Nhà mặt tiền,Không có,5,16.5,3,"16.03786,108.21455"
 Tân An 2,Hòa Cường Bắc,hải châu,5.6,74,Không,Nhà mặt tiền,Không có,4.5,16.5,3,"16.03867,108.21342"
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,7.75,90,Không,Nhà mặt tiền,Không có,4.5,20,3,"16.04088,108.21625"
 Thân Nhân Trung,Hòa Khê,thanh khê,5.6,81,Không,Nhà mặt tiền,Không có,4.5,18,3,"16.06322,108.19147"
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,7.5,98,Không,Nhà mặt tiền,Không có,5,19.5,4,"16.03402,108.2086"
 Trần Văn Dư,Mỹ An,ngũ hành sơn,13.5,31,Không,Nhà mặt tiền,Không có,8.5,27,1,"16.04149,108.24495"
 Thanh Sơn,Thanh Bình,hải châu,14.5,161,Không,Nhà mặt tiền,Không có,9,18.2,1,"16.08051,108.21372"
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,9,14,Không,Nhà mặt tiền,Không có,6,23,1,"16.05584,108.23943"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,6,104,Không,Nhà mặt tiền,Không có,5.13,24,1,"16.07067,108.15084"
 Mai Thúc Lân,Mỹ An,ngũ hành sơn,17.8,138,Không,Nhà mặt tiền,Không có,6,23,2,"16.0472012,108.23857865"
 Lê Phụng Hiểu,An Hải Bắc,sơn trà,9.7,119,Không,Nhà mặt tiền,Không có,7.3,17,3,"16.08017,108.23"
 Tôn Thất Đạm,Xuân Hà,thanh khê,13.85,90,Không,Nhà mặt tiền,Không có,4.5,20,6,"16.07247,108.20129"
 Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,7.3,153,Không,Nhà mặt tiền,Không có,5.5,24,3,"16.09447,108.22971"
 Nguyễn Tri Phương,Thạc Gián,thanh khê,14.2,123,Không,Nhà mặt tiền,Không có,4.9,25,4,"16.06071,108.20523"
 Hà Huy Tập,Hòa Khê,thanh khê,25,310,Không,Nhà mặt tiền,Không có,10,23,3,"16.0704,108.19171"
 Điện Biên Phủ,Chính Gián,thanh khê,15,93,Không,Nhà mặt tiền,Không có,5.3,16,4,"16.06715,108.196"
 An Dương Vương,Mỹ An,ngũ hành sơn,5.7,99,Không,Nhà mặt tiền,Không có,4.5,22,2,"16.04387,108.23749"
 Quang Trung,Thạch Thang,hải châu,14,74,Không,Nhà mặt tiền,Không có,4.5,16,3,"16.07505,108.22114"
 Lương Ngọc Quyến,Thuận Phước,hải châu,10.5,76,Không,Nhà mặt tiền,Không có,11,7.1,3,"16.08109,108.21758"
 Mai Am,Thanh Bình,hải châu,7.9,105,Không,Nhà mặt tiền,Không có,7,15,3,"16.08628,108.21645"
 An Thượng 26,Mỹ An,ngũ hành sơn,13.45,90,Không,Nhà mặt tiền,Không có,4.5,20,4,"16.05515,108.24475"
 Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,7.2,80,Không,Nhà mặt tiền,Không có,5.75,14.5,3,"16.03478,108.21788"
 Phan Châu Trinh,Phước Ninh,hải châu,13,84,Không,Nhà mặt tiền,Không có,4.5,18,4,"16.05775,108.21896"
 Lý Thái Tông,Thanh Khê Tây,thanh khê,9,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.07479,108.17553"
 Điện Biên Phủ,Chính Gián,thanh khê,13,7,Không,Nhà mặt tiền,Không có,6,15,3,"16.06715,108.196"
 Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,2.8,69,Không,Nhà mặt tiền,Không có,4.5,15.3,3,"16.09454,108.22894"
 Trương Quyền,Mân Thái,sơn trà,4.2,66,Không,Nhà mặt tiền,Không có,5,13.2,2,"16.08711,108.2448"
 Mai Lão Bạng,Thuận Phước,hải châu,7.3,93,Không,Nhà mặt tiền,Không có,7.8,12,4,"16.08414,108.21865"
 2/9,Hòa Cường Nam,hải châu,29.5,560,Không,Nhà mặt tiền,Không có,8,40,1,"16.08311,108.22194"
 Hà Chương,Phước Mỹ,sơn trà,42,190,Không,Nhà mặt tiền,Không có,10,19,1,"16.06534,108.24453"
 Hà Huy Tập,Hòa Khê,thanh khê,12,310,Không,Nhà mặt tiền,Không có,10,23,3,"16.06220436,108.19241333"
 Thi Sách,Nam Dương,hải châu,4.1,85,Không,Nhà mặt tiền,Không có,5,17,1,"16.0546,108.20547"
 Nguyễn Tri Phương,Hòa Thuận Đông,hải châu,18,3,Không,Nhà trong hẻm,Không có,6,25,3,"16.05232,108.21081"
 Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,8.5,158,Không,Nhà trong hẻm,Không có,8,19.4,3,"16.05255,108.20845"
 Nguyễn Bảo,Xã Hòa Châu,hòa vang,2.6,101,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,20.3,1,"15.99949,108.20604"
 Dương Vân Nga,Nại Hiên Đông,sơn trà,5.5,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.09172,108.23162"
 Mân Quang 16,Thọ Quang,sơn trà,5.6,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,5,"16.10383,108.24602"
 Phan Bôi,An Hải Bắc,sơn trà,5.7,85,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,2,"16.06902,108.23521"
 Tân Phú 2,Mân Thái,sơn trà,4.35,80,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,2,"16.08437,108.24514"
 Hồ Xuân Hương,Mỹ An,ngũ hành sơn,22,50,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.5,24,3,"16.04025,108.24712"
 Tôn Đức Thắng,Hòa Khánh Bắc,liên chiểu,17,168,Không,Nhà mặt tiền,Không có,8.3,17,1,"16.07067,108.15084"
 An Nhơn 3,An Hải Bắc,sơn trà,5.6,55,Không,Nhà mặt tiền,Không có,4.65,11.7,3,"16.06963,108.23429"
 Nại Hưng 2,Nại Hiên Đông,sơn trà,4.3,90,Không,Nhà mặt tiền,Không có,5,18,,"16.08204,108.2289"
 Võ Trường Toản,An Hải Bắc,sơn trà,3.2,5,Không,Nhà mặt tiền,Không có,4,13,1,"16.08015,108.22958"
 Hưng Hoá 7,Hòa Cường Nam,hải châu,5.9,7,Không,Nhà mặt tiền,Không có,4.5,16,2,"16.0353,108.21745"
 Phần Lăng 18,Hòa Khê,thanh khê,4.35,85,Không,Nhà mặt tiền,Không có,5,17,,"16.05425,108.18696"
 Nguyễn Thúy,Hòa Minh,liên chiểu,5.3,86,Không,Nhà mặt tiền,Không có,4.5,19.5,2,"16.08218,108.16009"
 Lương Thúc Kỳ,Hòa Hải,ngũ hành sơn,5.9,90,Không,Nhà mặt tiền,Không có,5,18,2,"16.01263,108.25483"
 Nguyễn Chí Diễu,An Hải Bắc,sơn trà,5.6,100,Không,Nhà mặt tiền,Không có,5,20,1,"16.0815,108.23326"
 Lương Ngọc Quyến,Thanh Bình,hải châu,7.5,45,Không,Nhà mặt tiền,Không có,4,11,2,"16.08109,108.21758"
 Hoài Thanh,Mỹ An,ngũ hành sơn,17,127,Không,Nhà mặt tiền,Không có,11,13,6,"16.04427,108.23848"
 Kỳ Đồng,Xuân Hà,thanh khê,8,85,Không,Nhà mặt tiền,Không có,5,17,3,"16.0714016,108.19120789"
 Hòa Minh 8,Hòa Minh,liên chiểu,3.95,11,Không,Nhà mặt tiền,Không có,6.2,18,,"16.08105,108.16354"
 Hồ Quý Ly,Thanh Khê Tây,thanh khê,6.7,95,Không,Nhà mặt tiền,Không có,5,19,2,"16.07641,108.17256"
 Dương Đức Hiền,Hòa Minh,liên chiểu,2.6,7,Không,Nhà mặt tiền,Không có,4.5,16,,"16.08288,108.16057"
 Lý Tự Trọng,Thanh Bình,hải châu,13.2,86,Không,Nhà mặt tiền,Không có,7,12,1,"16.07853,108.21389"
 Đào Nguyên Phổ,Hòa Minh,liên chiểu,3.99,70,Không,Nhà mặt tiền,Không có,5,14,2,"16.07377,108.17264"
 An Thượng 18,Mỹ An,ngũ hành sơn,4.5,51,Không,Nhà mặt tiền,Không có,4.41,11.5,,"16.04836,108.24055"
 Nguyễn Tất Thành,Thanh Khê Đông,thanh khê,8.5,125,Không,Nhà mặt tiền,Không có,5,25,3,"16.07765,108.17369"
 Hoài Thanh,Mỹ An,ngũ hành sơn,5,80,Không,Nhà mặt tiền,Không có,6,13.3,1,"16.04427,108.23848"
 Hoài Thanh,Mỹ An,ngũ hành sơn,5.6,70,Không,Nhà mặt tiền,Không có,6,12,2,"16.04427,108.23848"
 Trần Thanh Mại,An Hải Bắc,sơn trà,6,75,Không,Nhà mặt tiền,Không có,5,15,1,"16.07545,108.24057"
 Hoàng Diệu,Bình Thuận,hải châu,15,80,Không,Nhà mặt tiền,Không có,5.7,14,2,"16.05467,108.21737"
 Nguyễn Hoàng,Bình Hiên,hải châu,16.5,171,Không,Nhà mặt tiền,Không có,8.1,20,,"16.05469,108.21202"
 Nguyễn Minh Chấn,Hòa Khánh Nam,liên chiểu,2.75,90,Không,Nhà mặt tiền,Không có,5,18,,"16.05213,108.15848"
 Dương Bích Liên,Hòa Minh,liên chiểu,3.4,70,Không,Nhà mặt tiền,Không có,5,14,,"16.07324,108.17285"
 Lý Thái Tông,Hòa Minh,liên chiểu,7.5,100,Không,Nhà mặt tiền,Không có,5,20,2,"16.07022,108.17236"
 Nguyễn Huy Tự,Hòa Minh,liên chiểu,2.9,7,Không,Nhà mặt tiền,Không có,4.5,16,,"16.08181,108.15984"
 Trưng Nhị,Hòa Thuận Tây,hải châu,4.85,85,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.6,18.5,2,"16.04512,108.21105"
 Hoàng Diệu,Bình Hiên,hải châu,16.5,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.2,,3,"16.05467,108.21737"
 Lê Bôi,Mân Thái,sơn trà,2.8,31,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.08276,108.24726"
 Ngô Quyền,Mân Thái,sơn trà,3.85,35,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.09631,108.24529"
 Nam Thọ,Thọ Quang,sơn trà,3.9,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,1,"16.09133,108.24778"
 Chu Huy Mân,Nại Hiên Đông,sơn trà,4.45,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.09509,108.23387"
 Nguyễn Thị Hồng,Thọ Quang,sơn trà,3.8,68,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,2,"16.09965,108.2482"
 Bùi Dương Lịch,Nại Hiên Đông,sơn trà,4.45,7,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,3,"16.0895,108.23283"
 Ngô Quyền,Thọ Quang,sơn trà,2.1,50,Không,Nhà trong hẻm,Không có,4,,,"16.09631,108.24529"
 Đặng Thái Thân,Hòa Hải,ngũ hành sơn,,100,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,20,2,"16.0087,108.25543"
 Nguyễn Phan Vinh,Thọ Quang,sơn trà,2.2,91,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5,14,2,"16.10053,108.25114"
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.2,68,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.5,,3,"16.05452,108.18347"
 Nguyễn Tất Thành,Xuân Hà,thanh khê,4,70,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.22,,3,"16.07765,108.17369"
 Cù Chính Lan,Hòa Khê,thanh khê,4.3,165,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.6,,,"16.0714016,108.19120789"
 Nguyễn Huy Tự,Hòa Minh,liên chiểu,2.9,7,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,,"16.08181,108.15984"
 Lý Thái Tông,Hòa Minh,liên chiểu,7.6,99,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.07022,108.17236"
 Bế Văn Đàn,Chính Gián,thanh khê,6.7,75,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,3,"16.06502,108.19853"
 Bàu Năng 9,Hòa Minh,liên chiểu,4.5,85,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,3,"16.0692,108.17109"
 Pasteur,Hải Châu I,hải châu,63,300,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,,2,"16.07008,108.21881"
 Đào Nguyên Phổ,Hòa Minh,liên chiểu,3.9,70,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.07377,108.17264"
 Núi Thành,Hòa Cường Bắc,hải châu,14,135,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.4,,2,"16.03194,108.22279"
 Thân Nhân Trung,Hòa Khê,thanh khê,5.6,81,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.06322,108.19147"
 Trần Can,Hòa Khê,thanh khê,5.6,85,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.0738,108.20758"
 Chu Mạnh Trinh,Khuê Trung,cẩm lệ,4.8,74,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.03377,108.21313"
 Lý Triện,An Khê,thanh khê,7,81,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.05945,108.18524"
 Phan Anh,Khuê Trung,cẩm lệ,6.2,85,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,,"16.0337,108.21262"
 Phần Lăng 18,Hòa Khê,thanh khê,4.2,85,Tây Bắc,Nhà mặt tiền,Không có,5,17,,"16.05425,108.18696"
 Lý Triện,An Khê,thanh khê,6.4,105,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,21,3,"16.05945,108.18524"
 Nguyễn Thị Thập,Hòa Minh,liên chiểu,6.6,75,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,3,"16.07492,108.17152"
 Phần Lăng 17,Hòa Khê,thanh khê,5.7,85,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,3,"16.05954,108.18455"
 Thân Nhân Trung,Hòa Khê,thanh khê,5.2,81,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.06322,108.19147"
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.2,5,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,,2,"16.05452,108.18347"
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,3.75,51,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.7,,3,"16.03954,108.21035"
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,3.6,75,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.12,,,"16.05375,108.21903"
 Lê Độ,Chính Gián,thanh khê,2.2,76,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.7,,,"16.07062,108.20136"
 Thái Thị Bôi,Chính Gián,thanh khê,5.8,53,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,,3,"16.06831,108.1972"
 Lý Triện,An Khê,thanh khê,6.2,83,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,2,"16.05945,108.18524"
 Phan Phú Tiên,Thanh Khê Tây,thanh khê,5.3,65,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,13,3,"16.07562,108.1761"
 Phần Lăng 9,Hòa Khê,thanh khê,5.35,7,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.05747,108.18768"
 Nguyễn Hoàng,Bình Hiên,hải châu,6.8,7,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,,,"16.05469,108.21202"
 Hồ Xuân Hương,Khuê Mỹ,ngũ hành sơn,27.8,166,Không,Nhà mặt tiền,Không có,,,3,"16.04025,108.24712"
 Điện Biên Phủ,Chính Gián,thanh khê,4.3,86,Không,Nhà trong hẻm,Không có,,,2,"16.06715,108.196"
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,15.2,60,Không,Nhà mặt tiền,Không có,,,3,"16.0744,108.21805"
 Phú Xuân 2,Hòa Minh,liên chiểu,5.15,100,Không,Nhà mặt tiền,Không có,,,3,"16.07334,108.16886"
 Phần Lăng 18,Hòa Khê,thanh khê,4.1,85,Không,Nhà mặt tiền,Không có,,,1,"16.05425,108.18696"
 Bùi Huy Bích,Nại Hiên Đông,sơn trà,4.55,75,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.09251,108.23074"
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,15.5,90,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.03954,108.21035"
 Duy Tân,Hòa Thuận Đông,hải châu,6.9,4,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.05102,108.20813"
 Tùng Thiện Vương,Khuê Mỹ,ngũ hành sơn,5.1,95,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.0267,108.24292"
 An Cư 4,An Hải Bắc,sơn trà,5.9,67,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,,,1,"16.07287,108.24054"
 Mai Dị,Hòa Cường Bắc,hải châu,6.3,77,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,,,4,"16.0446,108.21827"
 Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,6.2,66,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16,108.26"
 Võ Nguyên Giáp,Khuê Mỹ,ngũ hành sơn,27.7,188,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.03004,108.25414"
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,9.5,114,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.05232,108.21081"
 Phước Trường 5,Phước Mỹ,sơn trà,6.6,80,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.08128,108.24519"
 Trần Phú,Phước Ninh,hải châu,17,93,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.07078,108.22397"
 Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,5.8,66,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.06415,108.23249"
 Phạm Văn Bạch,Hòa Cường Nam,hải châu,6,90,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.03197,108.22656"
 Ngô Trí Hòa,Nại Hiên Đông,sơn trà,2.7,7,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.09121,108.23348"
 Phạm Ngọc Thạch,Thuận Phước,hải châu,5.2,60,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.08842,108.21714"
 An Trung Đông 6,An Hải Bắc,sơn trà,4.8,50,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.05975,108.23535"
 Nguyễn Hoàng,Hải Châu II,hải châu,8.7,53,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.05469,108.21202"
 Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,11,90,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16,108.26"
 An Dương Vương,Mỹ An,ngũ hành sơn,5.7,99,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.04387,108.23749"
 3/2,Thuận Phước,hải châu,17,125,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.08332,108.2223"
 Bùi Dương Lịch,Nại Hiên Đông,sơn trà,4.49,7,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.0895,108.23283"
 Bùi Lâm,Nại Hiên Đông,sơn trà,3.45,56,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.08597,108.23328"
 Tôn Quang Phiệt,An Hải Bắc,sơn trà,5.5,90,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.08849,108.23516"
 Sơn Thủy 2,Hòa Hải,ngũ hành sơn,5,115,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.01371,108.25355"
 Bàu Hạc 1,Vĩnh Trung,thanh khê,6.3,65,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.06437,108.21423"
 Lý Đạo Thành,Mân Thái,sơn trà,5.3,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.08806,108.23958"
 Mỹ Khê,Phước Mỹ,sơn trà,9.5,94,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.06339,108.23987"
 Trần Nhân Tông,Thọ Quang,sơn trà,6.5,96,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.09665,108.24381"
 Lưu Trọng Lư,Hòa Cường Nam,hải châu,5.7,70,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,4,"16.03176,108.23118"
 An Nhơn 8,An Hải Bắc,sơn trà,6.7,86,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.06862,108.23373"
 An Thượng 16,Mỹ An,ngũ hành sơn,4.7,64,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.04784,108.2418"
 Nại Tú 1,Nại Hiên Đông,sơn trà,3.4,53,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.0808,108.22931"
 Trần Hưng Đạo,An Hải Tây,sơn trà,18.2,100,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.08968,108.22756"
 An Thượng 38,Mỹ An,ngũ hành sơn,8.5,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,5,"16.04689,108.24197"
 Trần Văn Thành,Khuê Mỹ,ngũ hành sơn,4.99,78,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.03928,108.24801"
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,6.2,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.05232,108.21081"
 Lê Cơ,Hòa Cường Bắc,hải châu,4.5,5,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.04241,108.21996"
 Núi Thành,Hòa Cường Nam,hải châu,3.6,43,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.03194,108.22279"
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,4.25,5,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.0744,108.21805"
